internalTaxonId,scientificName,kingdomName,phylumName,className,orderName,familyName,genusName,speciesName,infraType,infraName,infraAuthority,subpopulationName,authority,taxonomicNotes
10030,Hexanchus griseus,ANIMALIA,CHORDATA,CHONDRICHTHYES,HEXANCHIFORMES,HEXANCHIDAE,Hexanchus,griseus,,,,,"(Bonnaterre, 1788)",
11200,Lamna nasus,ANIMALIA,CHORDATA,CHONDRICHTHYES,LAMNIFORMES,LAMNIDAE,Lamna,nasus,,,,,"(Bonnaterre, 1788)",
12417,Lutjanus cyanopterus,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,LUTJANIDAE,Lutjanus,cyanopterus,,,,,"(Cuvier, 1828)",
137070,Deltochilum icarus,ANIMALIA,ARTHROPODA,INSECTA,COLEOPTERA,SCARABAEIDAE,Deltochilum,icarus,,,,,"(Olivier, 1789)","<em>Deltochilum</em> was described in 1822 by Eschscholtz. The main diagnostic characteristic is the presence of short carinae or tubercles at the apex of some elitral interstriae. The genus is composed by eight subgenera: <em>Aganhyboma</em> Kolbe, 1893; <em>Calhyboma</em> Kolbe, 1893; <em>Deltochilum</em> s. str.; <em>Deltohyboma</em> Lane, 1946; <em>Euhyboma</em> Kolbe, 1983; <em>Hybomidium</em> Shipp, 1897; <em>Parahyboma</em> Paulian, 1938; <em>Rubrohyboma</em> Paulian, 1938.</span>"
137079,Anomiopus parallelus,ANIMALIA,ARTHROPODA,INSECTA,COLEOPTERA,SCARABAEIDAE,Anomiopus,parallelus,,,,,"(Harold, 1862)","The genus is exclusively Neotropical and most species occur in South America (Canhedo 2006). The group was reviewed by Canhedo in 2006. However, ten new species were described by the same author in 2004 parallel to the process of publication of taxonomic revision, so that the works that complement the taxonomic revision were published even before the own revision of the genus (Canhedo 2004a, 2004b, 2006). After the publication of these papers the genus now includes 58 species.&#160;Although there is a taxonomic revision with a relatively recent identification key for the genus, it still presents a considerable number of species to describe."
137083,Ateuchus latus,ANIMALIA,ARTHROPODA,INSECTA,COLEOPTERA,SCARABAEIDAE,Ateuchus,latus,,,,,"(Boucomont, 1928)","<em>Ateuchus </em>is a diverse genus, with approximately 70 species, distributed from the United States to Argentina and Lesser Antilles. The diversity of the group is also accompanied by various taxonomic and nomenclatural problems. In addition, the need for taxonomic revisions makes the accuracy of identification of most South American species an extremely difficult task. The genus still presents a considerable number of species to describe."
137095,Canthon divinator,ANIMALIA,ARTHROPODA,INSECTA,COLEOPTERA,SCARABAEIDAE,Canthon,divinator,,,,,"Gistel, 1857","<p><em>Canthon</em> is a diverse and heterogeneous genus of dung beetles. Currently, the genus is composed of nine subgenera: <em>Boreocanthon</em>, <em>Canthon</em> <em>s.str</em>., <em>Francmonrosia</em>, <em>Glaphyrocanthon</em>, <em>Goniocanthon</em>, <em>Nesocanthon</em>, <em>Peltecanthon</em>, <em>Pseudepilissus</em>, <em>Trichocanthon</em>. Of these, only <em>Boreocanthon</em> and <em>Nesocanthon</em> do not occur in South America. The genus is taxonomically well known.</p>"
137099,Anomiopus bonariensis,ANIMALIA,ARTHROPODA,INSECTA,COLEOPTERA,SCARABAEIDAE,Anomiopus,bonariensis,,,,,"(Bruch, 1925)","The genus is exclusively Neotropical and most species occur in South America (Canhedo 2006). The group was reviewed by Canhedo in 2006. However, ten new species were described by the same author in 2004 parallel to the process of publication of taxonomic revision, so that the works that complement the taxonomic revision were published even before the own revision of the genus (Canhedo 2004a, 2004b, 2006). After the publication of these papers the genus now includes 58 species.&#160;Although there is a taxonomic revision with a relatively recent identification key for the genus, it still presents a considerable number of species to describe."
137106,Anisocanthon pygmaeus,ANIMALIA,ARTHROPODA,INSECTA,COLEOPTERA,SCARABAEIDAE,Anisocanthon,pygmaeus,,,,,"(Gillet, 1911)","<p>This genus was created to group three species<strong> </strong>(two of them described as <em>Canthon</em> and the third as <em>Deltochilum</em>) and now contains four species described. Currently, its geographic distribution is restricted to the South American continent.&#160;&#160;</p>"
137121,Scatonomus xanthopygus,ANIMALIA,ARTHROPODA,INSECTA,COLEOPTERA,SCARABAEIDAE,Scatonomus,xanthopygus,,,,,"Pereira, 1954","<em>Scatonomus</em> is a small genus, containing only eight described species, of which little taxonomic and biological information is available. The genus is known from </span>Brazil, Argentina, Uruguay and Paraguay, and its species are distributed </span>throughout “Cerrado”, “Pampa” and Atlantic forest.</span>"
137131,Canthon corpulentus,ANIMALIA,ARTHROPODA,INSECTA,COLEOPTERA,SCARABAEIDAE,Canthon,corpulentus,,,,,"Harold, 1868","<p>A review of <em>Canthon lamproderes</em>&#160;by Fernando Vaz-de-Mello will soon be published which places some specimens previously identified as <em>Canthon lamproderes </em>within <em>Canthon corpulentus</em>&#160;- this has been taken into account in this assessment.</p><p><br/></p><p><em>Canthon </em>is a diverse and heterogeneous genus of dung beetles. Currently, the genus is composed of nine subgenera: <em>Boreocanthon</em>,<em> Canthon </em>s.str., <em>Francmonrosia</em>,<em> Glaphyrocanthon</em>,<em> Goniocanthon</em>,<em> Nesocanthon</em>, <em>Peltecanthon</em>,<em> Pseudepilissus</em>, and&#160;<em>Trichocanthon</em>. Of these, only <em>Boreocanthon </em>and <em>Nesocanthon </em>do not occur in South America.&#160;The genus is taxonomically relatively well known.</p><p><br/></p><p><br/></p>"
137150,Anomiopus smaragdinus,ANIMALIA,ARTHROPODA,INSECTA,COLEOPTERA,SCARABAEIDAE,Anomiopus,smaragdinus,,,,,"(Westwood, 1842)","The genus is exclusively Neotropical and most species occur in South America (Canhedo 2006). The group was reviewed by Canhedo in 2006. However, ten new species were described by the same author in 2004 parallel to the process of publication of taxonomic revision, so that the works that complement the taxonomic revision were published even before the own revision of the genus (Canhedo 2004a, 2004b, 2006). After the publication of these papers the genus now includes 58 species.&#160;Although there is a taxonomic revision with a relatively recent identification key for the genus, it still presents a considerable number of species to describe."
137160,Canthon podagricus,ANIMALIA,ARTHROPODA,INSECTA,COLEOPTERA,SCARABAEIDAE,Canthon,podagricus,,,,,"Harold, 1868","<p><em>Canthon </em>is a diverse and heterogeneous genus of dung beetles. Currently, the genus is composed of nine subgenera: <em>Boreocanthon</em>,<em> Canthon </em>s.str., <em>Francmonrosia</em>,<em> Glaphyrocanthon</em>,<em> Goniocanthon</em>,<em> Nesocanthon</em>, <em>Peltecanthon</em>,<em> Pseudepilissus</em>, and&#160;<em>Trichocanthon</em>. Of these, only <em>Boreocanthon </em>and <em>Nesocanthon </em>do not occur in South America.&#160;</p>"
137163,Dichotomius nimuendaju,ANIMALIA,ARTHROPODA,INSECTA,COLEOPTERA,SCARABAEIDAE,Dichotomius,nimuendaju,,,,,"Luederwaldt, 1925","<p>The genus consists of approximately 160 valid species that are distributed throughout Americas. However, the greater diversity of <em>Dichotomius</em> occurs in Brazil. The species that compose the genus are divided into four subgenera: <span lang=""EN-US"">(<em>Dichotomius</em>, <em>Homocanthonides</em>, <em>Selenocopris</em> and <em>Luederwaldtinia</em><span lang=""EN-US"">)</span>. Currently, <em>Dichotomius</em> is being revised by F. Vaz-de-Mello. Thus, the number of valid species and the&#160;internal&#160;structure&#160;of the genus can be changed.</p>"
137169,Coprophanaeus terrali,ANIMALIA,ARTHROPODA,INSECTA,COLEOPTERA,SCARABAEIDAE,Coprophanaeus,terrali,,,,,"Arnaud, 2002","<p>According to Edmonds and Zidek (2010), the Neotropical genus <em>Coprophanaeus</em> Olsoufieff (1924) is currently represented by 38 species, distributed among three subgenera (<em>Megaphanaeus</em> Olsoufieff, <em>Metallophanaeus</em> Olsoufieff, and <em>Coprophanaeus</em> s. str.) and eight species groups. <br/><br/>According to Edmonds and Zidek (2010), <em>C. terrali</em> can be near, or perhaps synonym to <em>C. dardanus</em>. Thus, the authors consider the status of <em>C. terrali</em> uncertain.</p>"
137172,Dichotomius worontzowi,ANIMALIA,ARTHROPODA,INSECTA,COLEOPTERA,SCARABAEIDAE,Dichotomius,worontzowi,,,,,"(Pereira, 1942)","The genus consists of approximately 160 valid species that are distributed throughout the Americas. However, the greater diversity of <em>Dichotomius</em> occurs in Brazil. The species that compose the genus are divided into four subgenera: <em>Dichotomius, Homocanthonides, Selenocopris</em> and <em>Luederwaldtinia</em>. Currently, <em>Dichotomius </em>is being revised by F. Vaz-de-Mello. Thus, the number of valid species and the&#160;internal&#160;structure&#160;of the genus may change."
137187,Canthidium viride,ANIMALIA,ARTHROPODA,INSECTA,COLEOPTERA,SCARABAEIDAE,Canthidium,viride,,,,,"(Lucas, 1857)","<em>Canthidium</em><span class=""apple-converted-space""><em>&#160;</em></span><span class=""hps"">is a diverse genus, distributed</span><span class=""apple-converted-space"">&#160;</span>from the&#160;<span class=""hpsalt-edited"">United States<span class=""apple-converted-space"">&#160;</span>to Argentina.<span class=""apple-converted-space"">&#160;<span class=""hps"">The diversity</span><span class=""apple-converted-space"">&#160;<span class=""hps"">of the group</span><span class=""apple-converted-space"">&#160;<span class=""hps"">is also accompanied</span><span class=""apple-converted-space"">&#160;<span class=""hps"">by various</span><span class=""apple-converted-space"">&#160;<span class=""hps"">taxonomic</span><span class=""apple-converted-space"">&#160;<span class=""hps"">and nomenclatural</span><span class=""apple-converted-space"">&#160;<span class=""hps"">problems (Martínez and&#160;Halffter 1986).</span><span class=""apple-converted-space"">&#160;<span class=""hps"">In addition, the need for</span><span class=""apple-converted-space"">&#160;<span class=""hps"">taxonomic revisions</span><span class=""apple-converted-space"">&#160;<span class=""hps"">makes</span><span class=""apple-converted-space"">&#160;<span class=""hps"">the</span><span class=""apple-converted-space"">&#160;<span class=""hps"">accuracy in identification</span><span class=""apple-converted-space"">&#160;<span class=""hps"">of most South American species</span><span class=""apple-converted-space"">&#160;<span class=""hps"">an extremely difficult task. The genus still presents a considerable number of species to describe.</span>"
137195,Canthon simulans,ANIMALIA,ARTHROPODA,INSECTA,COLEOPTERA,SCARABAEIDAE,Canthon,simulans,,,,,"(Martinez, 1950)","<p><em>Canthon</em> is a diverse and heterogeneous genus of dung beetles. Currently, the genus is composed of nine subgenera: <em>Boreocanthon</em>, <em>Canthon s.str</em>., <em>Francmonrosia</em>, <em>Glaphyrocanthon</em>, <em>Goniocanthon</em>, <em>Nesocanthon</em>, <em>Peltecanthon</em>, <em>Pseudepilissus</em>, and <em>Trichocanthon</em>. Of these, only <em>Boreocanthon</em> and <em>Nesocanthon</em> do not occur in South America.&#160;</p>"
137205,Canthon coloratus,ANIMALIA,ARTHROPODA,INSECTA,COLEOPTERA,SCARABAEIDAE,Canthon,coloratus,,,,,"Schmidt, 1922","<p><em>Canthon</em> is a diverse and heterogeneous genus of dung beetles. Currently, the genus is composed of nine subgenera: <em>Boreocanthon</em>, <em>Canthon s.str</em>., <em>Francmonrosia</em>, <em>Glaphyrocanthon</em>, <em>Goniocanthon</em>, <em>Nesocanthon</em>, <em>Peltecanthon</em>, <em>Pseudepilissus</em>, <em>Trichocanthon</em>. Of these, only <em>Boreocanthon</em> and <em>Nesocanthon</em> do not occur in South America. The genus is taxonomically well known.</p>"
137214,Bdelyrus paraensis,ANIMALIA,ARTHROPODA,INSECTA,COLEOPTERA,SCARABAEIDAE,Bdelyrus,paraensis,,,,,"Cook, 1998","<p>The group was reviewed by Cook in 1998. According to Cook (1998),&#160;<em>Bdelyrus</em>&#160;is endemic in tropical America and is widespread throughout this region, ranging from Nicaragua to southern Brazil and occurring in humid forest at elevations between 10 and&#160;1,800 m.&#160;Adults have been found in detritus accumulated in reservoirs of both terrestrial and arboreal bromeliads. Species of this group are recorded in dung-baited pitfall traps, carrion-baited&#160;pitfall&#160;traps, wet forest&#160;litter, and flowers of&#160;<em>Heliconia</em>&#160;(Cook 1998).</p>"
137222,Canthidium erythropterum,ANIMALIA,ARTHROPODA,INSECTA,COLEOPTERA,SCARABAEIDAE,Canthidium,erythropterum,,,,,"(Lucas, 1857)","<span class=""hps""><em>Canthidium </em>is a diverse genus, distributed from the&#160;<span class=""hpsalt-edited"">United States to Argentina. <span class=""hps"">The diversity <span class=""hps"">of the group <span class=""hps"">is also accompanied <span class=""hps"">by various <span class=""hps"">taxonomic <span class=""hps"">and nomenclatural <span class=""hps"">problems&#160;(Martínez and&#160;Halffter 1986). <span class=""hps"">In addition, the need for</span> <span class=""hps"">taxonomic revisions <span class=""hps"">makes the <span class=""hps"">accuracy in identification <span class=""hps"">of most South American species <span class=""hps"">an extremely difficult task. The genus still presents a considerable number of species to describe.</span></span></span></span></span></span>"
137241,Canthidium angulicolle,ANIMALIA,ARTHROPODA,INSECTA,COLEOPTERA,SCARABAEIDAE,Canthidium,angulicolle,,,,,"Balthasar, 1939","<em>Canthidium</em>&#160;is a&#160;diverse, species rich genus, with many species unknown. &#160;They are distributed from the United States to Argentina. The group also has various taxonomic and nomenclatural problems. In addition to this, the need for taxonomic revisions makes the accuracy in identification of most South American species an extremely difficult task. There are still a considerable number of species to describe in this genus."
137252,Anomiopus howdeni,ANIMALIA,ARTHROPODA,INSECTA,COLEOPTERA,SCARABAEIDAE,Anomiopus,howdeni,,,,,"Canhedo, 2006","The genus is exclusively Neotropical and most species occur in South America (Canhedo 2006). The group was reviewed by Canhedo in 2006. However, ten new species were described by the same author in 2004 parallel to the process of publication of taxonomic revision, so that the works that complement the taxonomic revision were published even before the own revision of the genus (Canhedo 2004a, 2004b, 2006). After the publication of these papers the genus now includes 58 species.&#160;Although there is a taxonomic revision with a relatively recent identification key for the genus, it still presents a considerable number of species to describe."
137274,Canthon luctuosus,ANIMALIA,ARTHROPODA,INSECTA,COLEOPTERA,SCARABAEIDAE,Canthon,luctuosus,,,,,"Harold, 1868","<p><em>Canthon</em><span class=""apple-converted-space""><em>&#160;</em>is a diverse and heterogeneous genus of dung beetles. Currently, the genus is composed of nine subgenera:&#160;<em>Boreocanthon</em>,<span class=""apple-converted-space""><em>&#160;</em><em>Canthon</em><span class=""apple-converted-space""><em>&#160;</em>s.str.,<span class=""apple-converted-space"">&#160;<em>Francmonrosia</em>,<span class=""apple-converted-space""><em>&#160;</em></span><em>Glaphyrocanthon</em>,<span class=""apple-converted-space""><em>&#160;</em><em>Goniocanthon</em>,<span class=""apple-converted-space""><em>&#160;</em><em>Nesocanthon</em>,<em>Peltecantho</em>,<span class=""apple-converted-space""><em>&#160;</em><em>Pseudepilissus</em>,<span class=""apple-converted-space"">&#160;</span><em>Trichocanthon</em>. Of these, only<span class=""apple-converted-space"">&#160;<em>Boreocanthon</em><span class=""apple-converted-space""><em>&#160;</em>and<span class=""apple-converted-space"">&#160;<em>Nesocanthon</em><span class=""apple-converted-space""><em>&#160;</em>do not occur in South America. The genus is taxonomically well known.</span></span></span></span></p>"
137293,Deltorrhinum batesi,ANIMALIA,ARTHROPODA,INSECTA,COLEOPTERA,SCARABAEIDAE,Deltorrhinum,batesi,,,,,"Harold, 1867","Deltorhinum presents 8 described species, distributed through Amazonian Forest. Currently, the genus has been revised by F. Génier (2010). Might be associated with leafcutter ants."
137294,Canthidium bokermanni,ANIMALIA,ARTHROPODA,INSECTA,COLEOPTERA,SCARABAEIDAE,Canthidium,bokermanni,,,,,"(Martinez, Halffter &amp; Pereira, 1964)","<p><em>Canthidium</em> is a diverse, species rich genus, with many species unknown.&#160; They are distributed from the United States to Argentina. The group also has various taxonomic and nomenclatural problems. In addition to this, the need for taxonomic revisions makes the accuracy in identification of most South American species an extremely difficult task. There are still a considerable number of species to describe in this genus.</p>"
137302,Dichotomius glaucus,ANIMALIA,ARTHROPODA,INSECTA,COLEOPTERA,SCARABAEIDAE,Dichotomius,glaucus,,,,,"(Harold, 1869)","<p>The genus consists of approximately 160 valid species that are distributed throughout the Americas. However, the greatest diversity of&#160;<em>Dichotomius</em>&#160;occurs in Brazil. The species that compose the genus are divided into four subgenera:&#160;<em>Dichotomius</em>,&#160;<em>Homocanthonides</em>,&#160;<em>Selenocopris</em>&#160;and&#160;<em>Luederwaldtinia</em>. Currently,&#160;<em>Dichotomius</em>&#160;is being revised by F. Vaz-de-Mello. Thus, the number of valid species and the&#160;internal&#160;structure&#160;of the genus may change.</p>"
137303,Phanaeus bispinus,ANIMALIA,ARTHROPODA,INSECTA,COLEOPTERA,SCARABAEIDAE,Phanaeus,bispinus,,,,,"Bates, 1868","<p>The genus <em>Phanaeus </em>was revised by Edmonds (1994).<strong> </strong>Its species are distributed throughout continental tropical and subtropical Latin America. However, the greater diversity of the group occurs in Mexico. The species that compose the genus are divided into two subgenera (<em>Notiophanaeus</em> and&#160;<em>Phanaeus</em> s. str.).</p>  <p>&#160;</p>"
137336,Dichotomius crinicollis,ANIMALIA,ARTHROPODA,INSECTA,COLEOPTERA,SCARABAEIDAE,Dichotomius,crinicollis,,,,,"(Germar, 1824)","<p>The genus consists of approximately 160 valid species that are distributed throughout the Americas. However, the greatest diversity of <em>Dichotomius</em> occurs in Brazil. The species that compose the genus are divided into four subgenera: <span lang=""EN-US""><em>Dichotomius</em>, <em>Homocanthonides</em>, <em>Selenocopris</em> and <em>Luederwaldtinia</em><span lang=""EN-US"">. Currently, <em>Dichotomius</em> is being revised by F. Vaz-de-Mello. Thus, the number of valid species and the&#160;internal&#160;structure&#160;of the genus may change.</span></p>"
137340,Oxysternon macleayi,ANIMALIA,ARTHROPODA,INSECTA,COLEOPTERA,SCARABAEIDAE,Oxysternon,macleayi,,,,,"(Nevison, 1892)","The genus <em>Oxysternon</em> was recently revised by Edmonds and Zídek (2004).<strong> </strong>It consists of approximately 11 species which are distributed throughout tropical South America. The species that are found within the genus are divided into two subgenera: <em>Oxysternon </em>s. str. and<em> Mioxysternon</em>. According to Edmonds and Zídek (2004), <em>Mioxysternon</em> species occur along the periphery (or outside) of the Amazon Basin, whist those of <em>Oxysternon</em> s. str. are found within."
137352,Canthidium flabellatum,ANIMALIA,ARTHROPODA,INSECTA,COLEOPTERA,SCARABAEIDAE,Canthidium,flabellatum,,,,,"Harold, 1883","<p>Canthidium is a diverse genus, distributed from the United States to Argentina. The group also has various taxonomic and nomenclatural problems&#160;(Martínez and&#160;Halffter 1986).&#160;In addition, to this, the need for taxonomic revisions makes the accuracy in identification of most South American species an extremely difficult task. There are still a considerable number of species to describe in this genus.</p><p><em>Canthidium flabellatum </em>requires taxonomic work, as it m<span style=""background-color: rgb(255, 255, 255);"">ay be a complex of multiple undescribed taxa that may be a different genus altogether.</span></p>"
137368,Anomiopus nigrocoeruleus,ANIMALIA,ARTHROPODA,INSECTA,COLEOPTERA,SCARABAEIDAE,Anomiopus,nigrocoeruleus,,,,,"(Martinez, 1955)","The genus is exclusively Neotropical and most species occur in South America (Canhedo 2006). The group was reviewed by Canhedo in 2006. However, ten new species were described by the same author in 2004 parallel to the process of publication of taxonomic revision, so that the works that complement the taxonomic revision were published even before the own revision of the genus (Canhedo 2004a, 2004b, 2006). After the publication of these papers the genus now includes 58 species.&#160;Although there is a taxonomic revision with a relatively recent identification key for the genus, it still presents a considerable number of species to describe."
137406,Canthon lituratus,ANIMALIA,ARTHROPODA,INSECTA,COLEOPTERA,SCARABAEIDAE,Canthon,lituratus,,,,,"(Germar, 1813)","<p><em>Canthon </em>is a diverse and heterogeneous genus of dung beetles. Currently, the genus is composed of nine subgenera: <em>Boreocanthon</em>,<em> Canthon </em>s.str., <em>Francmonrosia</em>,<em> Glaphyrocanthon</em>,<em> Goniocanthon</em>,<em> Nesocanthon</em>, <em>Peltecanthon</em>,<em> Pseudepilissus</em>, and&#160;<em>Trichocanthon</em>. Of these, only <em>Boreocanthon </em>and <em>Nesocanthon </em>do not occur in South America.&#160;The genus is taxonomically well known.</p><p></p>"
137427,Coprophanaeus gamezi,ANIMALIA,ARTHROPODA,INSECTA,COLEOPTERA,SCARABAEIDAE,Coprophanaeus,gamezi,,,,,"Arnaud, 2002","According to<strong> </strong>Edmonds<strong> </strong>and Zidek (2010), the Neotropical genus <em>Coprophanaeus </em>Olsoufieff (1924) is currently represented by 38 species, distributed among three subgenera (<em>Megaphanaeus</em> Olsoufieff, <em>Metallophanaeus</em> Olsoufieff, and <em>Coprophanaeus</em> s. str.) and eight species groups."
137431,Ontherus dentatus,ANIMALIA,ARTHROPODA,INSECTA,COLEOPTERA,SCARABAEIDAE,Ontherus,dentatus,,,,,"Luederwaldt, 1930","The genus <em>Ontherus</em> was revised by Génier (1996).<strong> </strong>Its consists approximately of 60 species that are distributed throughout continental tropical and subtropical Latin America. However, the greater diversity of the group occurs in southeastern Brazil and the Andes (Génier 1996). The species that compose the genus are divided into three subgenera: <em>Caelontherus</em>, <em>Planontherus</em> and <em>Ontherus</em>."
137465,Canthon quinquemaculatus,ANIMALIA,ARTHROPODA,INSECTA,COLEOPTERA,SCARABAEIDAE,Canthon,quinquemaculatus,,,,,"Castelnau, 1840","<p><em>Canthon </em>is a diverse and heterogeneous genus of dung beetles. Currently, the genus is composed of nine subgenera: <em>Boreocanthon</em>,<em> Canthon </em>s.str., <em>Francmonrosia</em>,<em> Glaphyrocanthon</em>,<em> Goniocanthon</em>,<em> Nesocanthon</em>, <em>Peltecanthon</em>,<em> Pseudepilissus</em>, and&#160;<em>Trichocanthon</em>. Of these, only <em>Boreocanthon </em>and <em>Nesocanthon </em>do not occur in South America.&#160;</p>"
137468,Uroxys pygmaeus,ANIMALIA,ARTHROPODA,INSECTA,COLEOPTERA,SCARABAEIDAE,Uroxys,pygmaeus,,,,,"Harold, 1883","<p><span class=""hps""><em><span lang=""EN"">Uroxys </em></span><span class=""hps""><span lang=""EN"">presents about 60</span><span lang=""EN""> valid <span class=""hps"">species, distributed from Mexico to Argentina. <span class=""hps"">The diversity</span> <span class=""hps"">of the group <span class=""hps"">is also accompanied</span> <span class=""hps"">by various <span class=""hps"">taxonomic</span> <span class=""hps"">and nomenclatural <span class=""hps"">problems</span>. <span class=""hps"">In addition, the need for <span class=""hps"">taxonomic revisions</span> <span class=""hps"">makes the <span class=""hps"">accuracy in identification</span> <span class=""hps"">of most South American species <span class=""hps"">an extremely difficult task</span>.</p>"
137476,Canthon smaragdulus,ANIMALIA,ARTHROPODA,INSECTA,COLEOPTERA,SCARABAEIDAE,Canthon,smaragdulus,,,,,"(Fabricius, 1781)","<p><em>Canthon </em>is a diverse and heterogeneous genus of dung beetles. Currently, the genus is composed of nine subgenera: <em>Boreocanthon</em>,<em> Canthon </em>s.str., <em>Francmonrosia</em>,<em> Glaphyrocanthon</em>,<em> Goniocanthon</em>,<em> Nesocanthon</em>, <em>Peltecanthon</em>,<em> Pseudepilissus</em>, and&#160;<em>Trichocanthon</em>. Of these, only <em>Boreocanthon </em>and <em>Nesocanthon </em>do not occur in South America.&#160;</p>"
137485,Dichotomius apicalis,ANIMALIA,ARTHROPODA,INSECTA,COLEOPTERA,SCARABAEIDAE,Dichotomius,apicalis,,,,,"(Luederwaldt, 1931)","The genus consists of approximately 160 valid species that are distributed throughout the Americas. However, the greatest diversity of <em>Dichotomius</em> occurs in Brazil. The species that compose the genus are divided into four subgenera: <em>Dichotomius</em>, <em>Homocanthonides</em>, <em>Selenocopris</em> and <em>Luederwaldtinia</em>. Currently, <em>Dichotomius</em> is being revised by F. Vaz-de-Mello. Thus, the number of valid species and the&#160;internal&#160;structure&#160;of the genus may change."
137496,Anomiopus pictus,ANIMALIA,ARTHROPODA,INSECTA,COLEOPTERA,SCARABAEIDAE,Anomiopus,pictus,,,,,"(Harold, 1862)","The genus is exclusively Neotropical and most species occur in South America (Canhedo 2006). The group was reviewed by Canhedo in 2006. However, ten new species were described by the same author in 2004 parallel to the process of publication of taxonomic revision, so that the works that complement the taxonomic revision were published even before the own revision of the genus (Canhedo 2004a, 2004b, 2006). After the publication of these papers the genus now includes 58 species.&#160;Although there is a taxonomic revision with a relatively recent identification key for the genus, it still presents a considerable number of species to describe."
137498,Canthidium flavipes,ANIMALIA,ARTHROPODA,INSECTA,COLEOPTERA,SCARABAEIDAE,Canthidium,flavipes,,,,,"Harold, 1867","Canthidium is a diverse genus, distributed from the United States to Argentina. The diversity of the group is also accompanied by various taxonomic and nomenclatural problems (Martínez and Halffter 1986). In addition, the need for taxonomic revisions makes the accuracy in identification of most South American species an extremely difficult task. The genus still presents a considerable number of species to describe."
137501,Canthon edentulus,ANIMALIA,ARTHROPODA,INSECTA,COLEOPTERA,SCARABAEIDAE,Canthon,edentulus,,,,,"Harold, 1868","<p><em>Canthon</em> is a diverse and heterogeneous genus of dung beetles. Currently, the genus is composed of nine subgenera: <em>Boreocanthon</em>, <em>Canthon</em> <em>s.str</em>., <em>Francmonrosia</em>, <em>Glaphyrocanthon</em>, <em>Goniocanthon</em>, <em>Nesocanthon</em>, <em>Peltecanthon</em>, <em>Pseudepilissus</em>, <em>Trichocanthon</em>. Of these, only <em>Boreocanthon</em> and <em>Nesocanthon</em> do not occur in South America. The genus is taxonomically well known.</p>"
137505,Coprophanaeus pertyi,ANIMALIA,ARTHROPODA,INSECTA,COLEOPTERA,SCARABAEIDAE,Coprophanaeus,pertyi,,,,,"(d'Olsufieff, 1924)","According to<strong> </strong>Edmonds<strong> </strong>and Zidek (2010), the Neotropical genus <em>Coprophanaeus </em>Olsoufieff (1924) is currently represented by 38 species, distributed among three subgenera (<em>Megaphanaeus</em> Olsoufieff, <em>Metallophanaeus</em> Olsoufieff, and <em>Coprophanaeus</em> s. str.) and eight species groups. <strong>&#160;</strong>"
137507,Ateuchus murrayi,ANIMALIA,ARTHROPODA,INSECTA,COLEOPTERA,SCARABAEIDAE,Ateuchus,murrayi,,,,,"(Harold, 1868)","<em>Ateuchus&#160;</em>is a diverse&#160;genus, with approximately 70 species, distributed from the&#160;<span class=""hpsalt-edited"">United States&#160;to Argentina and Lesser Antilles.&#160;<span class=""hps"">The diversity&#160;<span class=""hps"">of the group&#160;<span class=""hps"">is also accompanied&#160;<span class=""hps"">by various</span>&#160;<span class=""hps"">taxonomic&#160;<span class=""hps"">and nomenclatural&#160;<span class=""hps"">problems.&#160;<span class=""hps"">In addition, the need for&#160;<span class=""hps"">taxonomic revisions&#160;<span class=""hps"">makes the&#160;<span class=""hps"">accuracy of identification&#160;<span class=""hps"">of most South American species</span>&#160;<span class=""hps"">an extremely difficult task. The genus still presents a considerable number of species to describe.</span></span></span></span></span>"
137532,Canthon laminatus,ANIMALIA,ARTHROPODA,INSECTA,COLEOPTERA,SCARABAEIDAE,Canthon,laminatus,,,,,"Balthasar, 1939","<p><em>Canthon </em>is a diverse and heterogeneous genus of dung beetles. Currently, the genus is composed of nine subgenera: <em>Boreocanthon</em>,<em> Canthon </em>s.str., <em>Francmonrosia</em>,<em> Glaphyrocanthon</em>,<em> Goniocanthon</em>,<em> Nesocanthon</em>, <em>Peltecanthon</em>,<em> Pseudepilissus</em>, and&#160;<em>Trichocanthon</em>. Of these, only <em>Boreocanthon </em>and <em>Nesocanthon </em>do not occur in South America. The genus is taxonomically well known.</p>"
137542,Ontherus azteca,ANIMALIA,ARTHROPODA,INSECTA,COLEOPTERA,SCARABAEIDAE,Ontherus,azteca,,,,,"Harold, 1869","The genus <em>Ontherus</em> was revised by Génier (1996).<strong> </strong>Its consists approximately of 60 species that are distributed throughout continental tropical and subtropical Latin America. However, the greater diversity of the group occurs in southeastern Brazil and the Andes (Génier 1996). The species that compose the genus are divided into three subgenera: <em>Caelontherus</em>, <em>Planontherus</em> and <em>Ontherus</em>."
137546,Cryptocanthon campbellorum,ANIMALIA,ARTHROPODA,INSECTA,COLEOPTERA,SCARABAEIDAE,Cryptocanthon,campbellorum,,,,,"Howden, 1973","According to Cook (2002), <em>Cryptocanthon</em> is a genus of wide occurrence in the New World tropics. They inhabit the litter of wet forests, both lowland rain forests and higher elevation montane and cloud forests, and occur from Brazil to Mexico."
